No. de registro,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Área de suelo contaminado m²,Volumen de suelo contaminado m³,Cuenta con programa de remediación aprobado,x,y
1349,2012,Pasivo ambiental,Pemex Refinación,San_Luis_Potosí,San Luis Potosí,"Terminal de Almacenamiento y Reparto de San Luis Potosí, avenida Observatorio y la calle Barcelona, colonia Españota, C.P. 78378",Derrames y/o fugas,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Hidrocarburos,Hidrocarburos,40382.6,160486.61,No,-100.955,22.137
883,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa S  65D-A ubicada a una distancia aproximada de 3.0 kilómetros al oeste de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2162.32,1772.2,Si,-98.203,22.137
897,2011,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Presa Limón 148-B, sitio ubicado a una distancia aproximada de 4.3 kilómetros al noroeste del Ejido Pujal Coy",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2684.17,1188.61,Si,-98.472,22.138
1119,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área S  137-A, ubicado a aproximadamente a 3.2 kilómetros de Reventadero",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1383.89,2047.81,Si,-98.221,22.138
508,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Presa A del Pozo Limón 143, ubicado a 10 kilómetros al suroeste del municipio de Ébano",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,1073.81,1537.44,Si,-98.472,22.138
944,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Activo Integral Poza Rica-Altamira, en el área Sinclair Empire 294 sitio ubicado a una distancia aproximada de 1.5 kilómetros al suroeste de Villa Cacalilao",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,618,583.52,Si,-98.187,22.138
1233,2012,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Área 1 y área 2 propiedad del Sr. Rubén Reyes,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,N.E.I.,N.E.I.,No,-98.471,22.138
827,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Cacalilao No. 200 ubicado a 0.6 kilómetros al noroeste del poblado de Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,4862.94,10589.98,Si,-98.16,22.139
513,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Presa A del Pozo Limón 169, ubicada a 3 kilómetros al noroeste del Ejido Ampliación Tamapcoy",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,307.64,486.19,No,-98.46,22.14
823,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área del Pozo Sinclair 279 sitio ubicado aproximadamente a 1.0 kilómetro de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,608,608,Si,-98.186,22.141
881,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa B del Pozo S  1757 ubicado aproximadamente a 6.5 kilómetros al oeste de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2165.92,1219.76,Si,-98.24,22.143
569,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Epelco 1396, ubicada a 1.0 kilómetro al noreste de Tantoco",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,7352.38,4460.12,Si,-98.24,22.144
894,2011,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Área Estación H2 Maryland A Estación A-21 ubicada aproximadamente a 7.6 kilómetros al suroeste del municipio de Ébano,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3861.18,2514.44,Si,-98.42,22.144
913,2011,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Presa Limón 165-A sitio ubicado aproximadamente a 4 kilómetros al noroeste de la colonia Pujal Coy,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,1106.36,880.3,Si,-98.467,22.146
1050,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Pemex 2076, sitio ubicado a una distancia aproximada de 3.9 kilómetros al este de la comunidad Calentadores",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,315.2,576.86,Si,-98.06,22.149
887,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa S  1318 ubicada a una distancia aproximada de 3.0 kilómetros al oeste de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,695.53,511.24,Si,-98.206,22.15
784,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Mexgulf 7-A del sitio ubicado a 200 metros del poblado Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1646.04,1305.38,Si,-98.163,22.153
898,2011,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Presa Limón 190-A sitio ubicado a una distancia aproximada de 2 kilómetros del Ejido Ampliación Tampacoy,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,2571.89,1871.17,Si,-98.457,22.153
2,2008,Pasivo ambiental,Ferrocarriles Nacionales de México en Liquidación,San_Luis_Potosí,San Luis Potosí,"Avenida 20 de noviembre esquina con Juan Álvarez, colonia Azteca Norte",Derrames y/o fugas,Transporte por ferrocarril,Transporte por ferrocarril,"Hidrocarburos, metales, metaloides",Mezcla de contaminantes,137712,368472,No,-100.969,22.154
2064,2019,Pasivo ambiental,"Minera San Xavier, S.A. de C.V.",San_Luis_Potosí,Cerro de San Pedro,Aproximadamente a 750 metros al sur-oeste de la comunidad de Cerro de San Pedro,Derrames y/o fugas,Minería de oro,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Metales,Metales y metaloides,19089,11454,Si,-100.805,22.154
456,2010,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,"Pozo Limón 189, ubicado a 3.2 kilómetros del Ejido Ampliación Tampacoy",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,N.E.I.,N.E.I.,No,-98.466,22.154
892,2011,Pasivo ambiental,Pemex Exploración y Producción,San_Luis_Potosí,Ebano,Área de la Estación Limón 12-A Estación H2 Marland ubicada aproximadamente a 1.4 kilómetros al oeste del Ejido El Paraíso,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3106.21,1653.9,Si,-98.466,22.154
2487,2023,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco, Activo de Producción Poza Rica-Altamira (Pozo Cacalilao 2010),N.E.I.,Extracción de petróleo y gas natural asociado,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,6675.71,5917.99,No,-98.178,22.155
816,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área la Palma a una distancia aproximada de 0.5 kilómetros de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3720.2,3859.43,Si,-98.17,22.156
817,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Estación Águila No. 3 sitio ubicado a 9 kilómetros al sureste de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3788.08,1900.56,Si,-98.268,22.157
954,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Transco 314, sitio ubicado aproximadamente a 1.6 kilómetros del Ejido El Palmar",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,990.5,1528,Si,-98.244,22.159
1137,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Barco 43, el sitio se ubica a una distancia aproximada de 1 kilómetro al este del poblado de Canoas",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,43822.31,28347,Si,-98.137,22.159
941,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Activo Integral Poza Rica-Altamira en la Presa Barco 43-A sitio ubicado a una distancia aproximada de 1.2 kilómetros al este del poblado Canoas,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3678.48,6925.95,Si,-98.137,22.159
1130,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área 1421, a una distancia aproximada de 1.1 kilómetros al este de la comunidad de Canoas",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos,Hidrocarburos,N.E.I.,N.E.I.,No,-98.128,22.161
800,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Presa Sinclair 31-A ubicada a 7.0 kilómetros al noroeste de la comunidad Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,695.67,498.31,Si,-98.242,22.166
813,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Cacalilao 274-D ubicado aproximadamente a 1.6 kilómetros del Ejido El Palmar,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1444.98,4074.74,Si,-98.213,22.166
2126,2021,Pasivo ambiental,"Desarrolladora y Urbanizadora el Ángel, S.A. de C.V.",San_Luis_Potosí,San Luis Potosí,"Calle Villa Magna Norte, S , esquina con Anillo Periférico, colonia Villa Magna, fraccionamiento San Ángel, C.P. 78183",Depósitos de residuos peligrosos,Minería de otros minerales metálicos,"Minería de minerales metálicos y no metálicos, excepto petróleo y gas",Metaloides,Metales y metaloides,4950.46,247.52,No,-101.04,22.166
815,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Estación 150 a Estación 1 Águila ubicado a una distancia aproximada de 6.8 kilómetros al noroeste de Villa Cacalilao,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,976.26,581.52,Si,-98.241,22.167
866,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Estación Inter 274, sitio ubicado a una distancia aproximada de 4.3 kilómetros al sur de la comunidad Vicente Guerrero",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1161.63,590.72,Si,-98.316,22.168
822,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Inter 274 ubicado aproximadamente a 0.5 kilómetros de El Paraíso,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1358.42,1062.97,Si,-98.318,22.17
891,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Pozo Corona 76 ubicado a una distancia aproximada de 0.5 kilómetros de la comunidad Canoas,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1999.39,954.98,Si,-98.155,22.172
511,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Presa A del Pozo Cacalilao 8, ubicado a 1.5 kilómetros al este de la colonia Las Margaritas",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,4329.89,3449.5,Si,-98.16,22.172
570,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Estación Águila No. 4, ubicada a 0.7 kilómetro de Canoas",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,11881.19,6445.55,Si,-98.149,22.173
270,2009,Emergencia ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Dentro de la Estación de Palomas 10 y área aledaña Ejido Calentadores,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,600,121,Si,-98.088,22.173
846,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área 1065 ubicada a 1.6 kilómetros de El Palmar,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3764.01,1942.26,Si,-98.24,22.174
956,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área del Pozo Corona 3, sitio ubicado aproximadamente a 0.8 kilómetros de Canoas",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,1405.09,2241.85,Si,-98.155,22.174
669,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Águila 7-2,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,3588.31,2683.93,Si,-98.146,22.174
667,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Águila 7-3,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,961.83,1152.89,Si,-98.146,22.175
864,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Corona 86-A a una distancia aproximada de 1.2 kilómetros al noroeste del poblado Canoas,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos pesados,Hidrocarburos,10009.24,5890.16,Si,-98.147,22.175
1300,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Caracol 2, ubicado aproximadamente a 3 kilómetros de Calentadores",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,12567.22,7917.21,Si,-98.058,22.176
1002,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Taponado Guillermo O'Brien, sitio ubicado aproximadamente a 3.7 kilómetros de Villa Cacalilao",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,335.94,193.6,Si,-98.203,22.176
1118,2012,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Caracol 1, ubicado a 2.9 kilómetros al este de la comunidad Calentadores",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,8395.82,3694.25,Si,-98.062,22.178
946,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,Área Caracol 15 sitio ubicado a 2.6 kilómetros de Calentadores,Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,11470,5893.97,Si,-98.066,22.179
947,2011,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Área Cacalilao 2115 Zona II, sitio ubicado aproximadamente a 1.8 kilómetros de Canoas",Derrames y/o fugas,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Hidrocarburos de  fracción media y pesados,Hidrocarburos,46691.5,35348.12,Si,-98.152,22.184
559,2010,Pasivo ambiental,Pemex Exploración y Producción,Veracruz_de_Ignacio_de_la_Llave,Pánuco,"Fracción A, al noroeste de la Villa Cacalilao",Fuga,Extracción de petróleo y gas natural asociado ,Extracción de petróleo y gas,Petróleo crudo,Hidrocarburos,6694.16,4114.23,No,-98.155,22.187
