No. de registro,Clasificación de técnica o proceso de tratamiento,Año de identificación como sitio contaminado,Modalidad del sitio contaminado,Responsable de la contaminación,Responsable técnico de la remediación,Estado,Municipio,Ubicación,Tipo de evento,Actividad del responsable de la contaminación SCIAN 2023 - Clase,Actividad del responsable de la contaminación SCIAN 2023 - Subsector,Contaminante (específico),Contaminante (genérico),Técnica o proceso de tratamiento,Año de conclusión de la remediación,Área de suelo remediado m²,Volumen de suelo remediado m³,x,y
1401,Biológicos,2013,Emergencia ambiental,"Manejo Integral de Recursos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Baja_California_Sur,Loreto,"Km 081+700 carretera federal No.1, Lic. Benito Juárez, tramo Ciudad Insurgentes-Loreto",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2016,945,307.2,"1,575,860.49","1,548,594.51"
979,Químicos,2011,Pasivo ambiental,"Mueller Comercial de México, S. de R.L. de C.V.","Teox, S.A. de C.V.",Nuevo_León,San Nicolás de Los Garza,Calle Islas Sur No. 20 colonia Industrial Nogalar,Derrames y/o fugas,Comercio al por menor en ferreterías y tlapalerías,"Comercio al por menor de artículos de ferretería, tlapalería y vidrios","Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,Oxidación química a un lado del sitio contaminado,2013,2413.03,1958.57,"2,671,983.22","1,519,940.43"
1490,Combinación de procesos biológicos-físicos,2013,Pasivo ambiental,"North Pole Star, S. de R.L de C.V.","Corporación Ambiental de México, S.A. de C.V.",Nuevo_León,Apodaca,"Calle Américas No. 200, parque industrial American Industries",Derrames y/o fugas,Fabricación de motocicletas ,Fabricación de equipo de transporte,Hidrocarburos ligeros,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2017,462.65,1670.49,"2,687,738.81","1,520,432.79"
1248,Térmicos,2012,Pasivo ambiental,"Praxair México, S. de R.L. de C.V.","Corporación Ambiental de México, S.A. de C.V.",Nuevo_León,San Nicolás de Los Garza,"Diego Díaz de Berianga No.  251, fraccionamiento industrial Nogalar",Derrames y/o fugas,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial,"Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho","Hidrocarburos, metales",Mezcla de contaminantes,Co-procesamiento,2015,183.94,464.65,"2,671,833.70","1,520,407.15"
2102,Disposición final,2020,Pasivo ambiental,"Nacional de Acero, S.A. de C.V. (enajenante). Responsable de la remediación. BBVA BANCOMER, S.A. (adquiriente)","Corporación Ambiental de México, S.A. de C.V.",Nuevo_León,San Nicolás de los Garza,"Zona de cuerpo de válvulas (pasillo exterior del acceso a la nave D), avenida Conductores No. 313, colonia Rincón del Oriente, C.P. 64470",Derrame,Comercio al por mayor de materiales metálicos para la construcción y la manufactura. Actual: Banca múltiple,"Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho. Actual: Instituciones de intermediación crediticia y financiera no bursátil","Hidrocarburos ligeros, de fracción media y pesados",Hidrocarburos,Disposición final fuera del sitio,2022,293.96,717.99,"2,674,435.83","1,520,895.72"
2078,Físicos,2020,Pasivo ambiental,"Banco Regional de Monterrey, S.A. Institución de Banca Múltiple, Banregio Grupo Financiero Fideicomiso No. 85100991","Sociedad Ecológica Mexicana del Norte, S.A. de C.V.",Nuevo_León,San Nicolás de los Garza,"Avenida Lic. Adolfo López Mateos, casi esquina con avenida Casa Blanca, C.P. 66230",Derrames y/o fugas,Fabricación de otros productos eléctricos. Actual: Banca múltiple,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica. Actual: Instituciones de intermediación crediticia y financiera no bursátil","Metales, metaloides",Metales y metaloides,Estabilización-solidificación fuera del sitio contaminado,2022,7960.52,3302.53,"2,675,356.22","1,521,614.66"
16,Combinación de procesos biológicos-físicos,2008,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Coahuila_de_Zaragoza,Francisco I. Madero,"Km 292+015 poliducto de 14""Ø de Satélite-Gómez Palacio",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2011,704,1741.06,"2,371,079.24","1,523,007.87"
812,Disposición final,2011,Pasivo ambiental,"Gobierno del estado de Durango. (Asociación Rural de Interés Colectivo, ARIC)","Ingeniería y Servicios en Control Ambiental e Industrial, S.A. de C.V.",Durango,Gómez Palacio,"Planta mezcladora de insecticidas (ARIC), manzana  48 Villa Gregorio García",Derrames y/o fugas,"Fabricación de plaguicidas y otros agroquímicos, excepto fertilizantes y composta",Industria química,Plaguicidas,Plaguicidas,Disposición final en el sitio,2012,4302,4798.46,"2,365,079.22","1,523,385.47"
10,Combinación de procesos biológicos-físicos,2008,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Coahuila_de_Zaragoza,San Pedro,"Km 248+750.5 poliducto de 14""Ø de Satélite-Gómez Palacio, Ejido San Nicolás",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2011,440,2214.51,"2,411,222.18","1,523,066.72"
738,Biológicos,2011,Emergencia ambiental,"Combor Transportes, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,China,"Km 100+300 carretera No. 40D autopista Cadereyta-Reynosa, tramo Los Ramones-entronque vía libre a Reynosa",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2012,238.03,386.6,"2,763,900.27","1,526,021.75"
434,Combinación de procesos biológicos,2010,Pasivo ambiental,Ferrocarriles Nacionales de México en Liquidación,Universidad Autónoma del Carmen,Sinaloa,Ahome,"Instalaciones de los Ex-Talleres de Ferrocarriles Nacionales de México, localizados en la colonia Rosendo G. Castro",Derrames y/o fugas,Transporte por ferrocarril,Transporte por ferrocarril,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado y bioventeo aerobio en el sitio contaminado,2012,5394.54,5394.54,"1,804,884.68","1,540,988.41"
1441,Biológicos,2013,Emergencia ambiental,"Grupo Díaz Álvarez Hermanos, S.A. de C.V.",Ana Lilia Sánchez Hernández,Baja_California_Sur,Loreto,"Km 090+100 tramo carretero Ciudad Insurgentes-Loreto, de la carretera transpeninsular",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2017,60,24,"1,570,797.86","1,554,378.72"
20,Combinación de procesos biológicos-físicos,2008,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Coahuila_de_Zaragoza,Francisco I. Madero,"Km 288+431 poliducto de 14""Ø Satélite-Gómez Palacio",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2011,240,1013.66,"2,373,854.76","1,525,221.73"
273,Biológicos,2009,Pasivo ambiental,Aeropuertos y Servicios Auxiliares,"Universidad Nacional Autónoma de México, Instituto de Ingeniería ",Tamaulipas,Matamoros,Km 9.5 carretera Victoria Ejido El Galañero (Matamoros),Derrames y/o fugas,Administración de aeropuertos y helipuertos,Servicios relacionados con el transporte,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2010,2.43,4.98,"2,946,047.43","1,531,797.44"
1607,Disposición final,2014,Pasivo ambiental,Fideicomiso F/128,"Vertex Ingenieros Consultores, S. de R.L. de C.V.",Coahuila_de_Zaragoza,San Pedro,"Libramiento Nave San Pedro No. 5, parque industrial Amistad",Derrames y/o fugas,Fabricación de otras partes para vehículos automotrices. Actual: Fondos y fideicomisos financieros,Fabricación de equipo de transporte. Actual: Instituciones de intermediación crediticia y financiera no bursátil,Hidrocarburos pesados,Hidrocarburos,Disposición final fuera del sitio,2019,3.6,12.2,"2,401,948.74","1,525,211.60"
318,Biológicos,2009,Emergencia ambiental,"Comercializadora y Distribuidora Martínez y Martínez, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Apodaca,Boulevard Milenio y boulevard TLC en el parque industrial Nexus,Derrame,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2010,153,275.4,"2,686,340.90","1,526,462.78"
178,Disposición final,2008,Pasivo ambiental,"Mondi Packaging, S. de R.L. de C.V.","Residuos Industriales Multiquim, S.A. de C.V.",Nuevo_León,Apodaca,Calle Segunda Oriente No. 301 del parque industrial Monterrey,Derrames y/o fugas,Fabricación de bolsas de papel y productos celulósicos recubiertos y tratados,Industria del papel,Hidrocarburos pesados,Hidrocarburos,Disposición final fuera del sitio,2009,20,30,"2,682,746.94","1,526,426.86"
2008,Biológicos,2018,Emergencia ambiental,"Distribuidora de Combustibles Laguna, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,San Pedro,"Carretera estatal Francisco I. Madero, Ejido Luchana, poblado Santa Teresa",Derrame,Comercio al por menor de gasolina y diésel,"Comercio al por menor de vehículos de motor, refacciones, combustibles y lubricantes",Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2020,379,299,"2,381,100.34","1,525,851.67"
734,Disposición final,2011,Emergencia ambiental,"Transportes Peñón Blanco, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,China,Km 107+100 autopista Monterrey-Reynosa,Derrame,Otro autotransporte foráneo de carga general,Autotransporte de carga,Petrolíferos,Hidrocarburos,Disposición final fuera del sitio,2012,56.16,50,"2,770,318.42","1,528,260.66"
1583,Disposición final,2014,Pasivo ambiental,"Procesos Térmicos y Especiales de México, S. de R.L. de C.V.","ERM México, S.A. de C.V.",Nuevo_León,Apodaca,"Avenida TLC No. 150, parque industrial Stiva Aeropuerto",Derrames y/o fugas,Recubrimientos y terminados metálicos,Fabricación de productos metálicos,Hidrocarburos de fracción media y pesados,Hidrocarburos,Disposición final fuera del sitio,2015,100,100,"2,685,010.53","1,527,383.98"
501,Biológicos,2010,Emergencia ambiental,Pemex Refinación,"Grupo Ancuri, S.A. de C.V.",Nuevo_León,Apodaca,"Km 43+770 del derecho de vía del poliducto de 18"" Ø Cadereyta-Satélite",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado,2011,247.27,390.79,"2,679,440.20","1,529,451.09"
715,Combinación de procesos biológicos-disposición final,2011,Pasivo ambiental,"Vege de México, S.A. de C.V.","Corporación Hidro Industrial, S.A. de C.V.",Nuevo_León,General Escobedo,"Avenida de Las Industrias No. 317, parque industrial Escobedo",Derrames y/o fugas,Fabricación de motores y sus partes para vehículos automotrices ,Fabricación de equipo de transporte,"Hidrocarburos pesados, metales",Mezcla de contaminantes,Biorremediación por landfarming a un lado del sitio contaminado y disposición final fuera del sitio,2012,119,223,"2,664,770.48","1,529,873.30"
1203,Biológicos,2012,Emergencia ambiental,"Transportes Kikapu, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,General Escobedo,"Km 031+700 carretera No. 40, Matamoros-Mazatlán en el libramiento noreste",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Hidrocarburos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2014,467.93,615,"2,670,447.15","1,531,709.48"
746,Físicos,2011,Emergencia ambiental,Pemex Refinación,Universidad Autónoma de Tamaulipas,Nuevo_León,General Escobedo,"Km 051+900 poliducto de 18"" Ø Cadereyta-Satélite, sector Monterrey",Derrame,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Extracción de vapores en el sitio contaminado,2016,2191,11530,"2,671,796.95","1,531,730.85"
874,Disposición final,2011,Emergencia ambiental,"RHL Express, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,General Escobedo,"Km 017+400 carretera México-Laredo, tramo Monterrey-Cuesta Mamulique",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Otros contaminantes no normados,Otros contaminantes no normados,Disposición final fuera del sitio,2012,304.79,142.5,"2,674,024.65","1,532,457.36"
503,Combinación de procesos biológicos,2010,Emergencia ambiental,Pemex Refinación,"Servicios Ambiotrat, S.A. de C.V.",Nuevo_León,General Bravo,"Km 111+600 del derecho de vía del poliducto de 12""-10"" Ø Cadereyta-Reynosa-Brownsville",Fuga,Refinación de petróleo,Fabricación de productos derivados del petróleo y del carbón,Petrolíferos,Hidrocarburos,Biorremediación por biopilas a un lado del sitio contaminado y bioventeo aerobio en el sitio contaminado,2014,28213.23,62829,"2,796,427.96","1,535,134.74"
1835,Disposición final,2016,Emergencia ambiental,"Enertec Exports, S. de R.L. de C.V.","Tecnología Ambiental Especializada, S.A. de C.V.",Nuevo_León,Ciénega de Flores,"Área poligonal colindante con calle de acceso y al almacén ubicado en la parte trasera (oriente) del lote 1 km 1009 de la carretera nacional México-Laredo, número catastral 32 en el corredor industrial de Ciénega de Flores",Derrame,Fabricación de acumuladores y pilas,"Fabricación de accesorios, aparatos eléctricos y equipo de generación de energía eléctrica",Metales,Metales y metaloides,Disposición final fuera del sitio,2017,17547.36,7063.95,"2,677,923.92","1,537,424.45"
1681,Biológicos,2015,Emergencia ambiental,"Transportadora MC, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Ciénega de Flores,"Km 026+000 autopista Monterrey-Nuevo Laredo, tramo Monterrey-caseta de peaje",Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Bioventeo aerobio en el sitio contaminado,2016,461.44,738.3,"2,677,161.12","1,539,717.22"
2124,Biológicos,2021,Emergencia ambiental,"Transportes Internacionales Tamaulipecos, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,General Bravo,"Carretera Monterrey-Reynosa, km 187+700, colonia Estación China",Derrame,Otro autotransporte foráneo de carga especializado,Autotransporte de carga,Hidrocarburos pesados,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2022,200,320,"2,839,511.99","1,550,364.20"
516,Biológicos,2010,Emergencia ambiental,Jesús Hermilo Sáenz de la Garza,"Isali, S.A. de C.V.",Tamaulipas,Reynosa,Km 080+900 carretera Reynosa-Matamoros,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming en el sitio contaminado,2010,408,285.6,"2,877,786.46","1,556,315.76"
1935,Disposición final,2017,Pasivo ambiental,"Invamex, S. de R.L. de C.V.","Corporación Ambiental de México, S.A. de C.V.",Tamaulipas,Reynosa,"Avenida Industrial El Puente, S , colonia El Parque Manimex, C.P. 88783",Derrames y/o fugas,"Fabricación de otros instrumentos de medición, control, navegación, y equipo médico electrónico ","Fabricación de equipo de computación, comunicación, medición y de otros equipos, componentes y accesorios electrónicos",Metales,Metales y metaloides,Disposición final fuera del sitio,2018,195,424.6,"2,880,038.41","1,556,804.86"
1920,Disposición final,2017,Emergencia ambiental,"Transportes Especializados Roju, S.A. de C.V.","Isali, S.A. de C.V.",Nuevo_León,Mina,Km 43 del Ejido San Bernabé,Derrame,Autotransporte local de materiales y residuos peligrosos,Autotransporte de carga,Plaguicidas,Plaguicidas,Disposición final fuera del sitio,2018,202,30.3,"2,640,846.14","1,555,558.57"
1698,Químicos,2015,Emergencia ambiental,"Abastecedora Mexicana de Sodio de Monterrey, S.A. de C.V.","Isali, S.A. de C.V.",Coahuila_de_Zaragoza,San Pedro,"Km 220+150 carretera federal No. 30, Monclova-San Pedro, tramo El Mezquite-San Pedro",Derrame,Comercio al por mayor de productos químicos para la industria farmacéutica y para otro uso industrial,"Comercio al por mayor de materias primas agropecuarias y forestales, para la industria, y materiales de desecho",Ácidos,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2017,320,448,"2,428,709.23","1,556,937.01"
675,Combinación de procesos biológicos-físicos,2011,Emergencia ambiental,"Grupo Mega Transportes, S.A. de C.V.","Germen, S.A. de C.V.",Coahuila_de_Zaragoza,Ramos Arizpe,Km 096+700 carretera México-Piedras Negras,Derrame,Autotransporte local de materiales y residuos peligrosos,Autotransporte de carga,Otros contaminantes no normados,Otros contaminantes no normados,Bioventeo aerobio en el sitio contaminado y extracción de vapores en el sitio contaminado,2011,293.94,846.12,"2,564,061.16","1,561,225.89"
1286,Biológicos,2012,Emergencia ambiental,"Grupo Díaz Álvarez Hermanos, S.A. de C.V.",Ana Lilia Sánchez Hernández,Baja_California_Sur,Loreto,Km 017+400 del tramo carretero Loreto-Mulegé,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Petrolíferos,Hidrocarburos,Biorremediación por landfarming a un lado del sitio contaminado,2013,229,114.5,"1,562,144.70","1,595,866.40"
1826,Químicos,2016,Emergencia ambiental,"Autotransportes AT, S.A. de C.V.","Ecología 2000, S.A. de C.V.",Nuevo_León,Mina,Km 062+900 carretera Monterrey-Monclova,Derrame,Autotransporte foráneo de materiales y residuos peligrosos,Autotransporte de carga,Bases,Ácidos y bases,Neutralización química a un lado del sitio contaminado,2016,1500,960,"2,632,259.07","1,572,588.59"
